,INGRESO_BRUTO,EDAD,NRO_PAS_PBK,EMP_REP_TC_SF,EMP_REP_PP_SF,MAX_LINEA_TCSF,NRO_ENT_REP_TOT_U6,NRO_ENT_REP_SAL_TOT_U6,PORC_ENT_REP_SAL,NRO_ENT_REP_TOT_UM,NRO_ENT_REP_SAL_TOT_UM,IND_MAXLIN_ING,IND_LINIBK_ING,PROB_CONT,CAMP_TOT,PROM_CAMP,NRO_CAMP_TC,CAMP_TC_U6,TIPO_FLUJO_TC,SEXO,SIT_LAB,DEPARTAMENTO,FLG_SEGURO,CLI_AHOCRED,CLI_CTS,CLI_FM,CLI_MILL,CLI_PLA,CLI_TXS,EMP_REP_PP_PBK,EMP_REP_CONV_PBK,EMP_REP_VEH_PBK,EMP_REP_HIP_PBK,CLF_SBS,FLG_BANCARIZADO,TARGET_XF
8137,-0.44033147287039714,0.04296362763166917,1.5856976062884378,-1.2870254385696882,0,-0.5716101737905558,1.0,-0.766503803547506,0.666666667,-1.100734363525385,0,0.0,0.82781457,0.3366192629999999,0.5222448575711934,0.5222448458785255,-1.0993661520371172,0.0,0.42120524522209296,0,1,0.29740955064721825,0,0,0,1,0,0,1,0,0,0,0,0.0,0,1
8138,-0.5228509559561128,0.3162859123534999,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,0.827205882,0.255992962,0.5222448575711934,0.5222448458785255,-1.0993661520371172,0.0,1.6691055284438088,0,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1
8141,0.5103617385129507,-0.13925122884955132,-0.25525416013212854,0.2745394657160757,0,-0.4064323597722826,2.0,-1.0267646214489883,0.166666667,1.137290632171733,1,0.386025864,1.5634047480000002,0.293237434,-0.576420090068261,-0.5764200999130596,-1.0993661520371172,0.0,-0.20274489638876494,1,1,-1.914818789355276,1,0,0,0,0,0,1,0,0,0,0,0.0,1,1
8143,0.10429711549532548,0.5896081970753306,1.5856976062884378,-0.5062429864268062,0,-0.5468335016878147,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,0.075,3.15,0.537802773,1.5476654753680177,1.5476654618041827,1.2675913081877634,1.0,-0.20274489638876494,0,0,0.29740955064721825,0,0,1,0,0,1,0,0,0,0,0,0.0,1,1
8147,-0.7281181701318301,-1.1414329394962641,-0.25525416013212854,-0.5062429864268062,0,-0.5303157202859875,1.0,-0.8966342124982472,0.5,0.018278134323173975,0,0.316656111,0.82330589,0.191484596,-0.576420090068261,-0.5764200999130596,-1.0993661520371172,0.0,1.6691055284438088,0,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
8148,1.4400812479453458,-0.777003226533823,-0.25525416013212854,-0.5062429864268062,0,-0.5303157202859875,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,0.063411541,0.748256183,0.319791328,-1.308863388494564,-1.3088633972539383,-1.0993661520371172,0.0,0.42120524522209296,1,0,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
8149,-0.5623915416013514,-0.5947883700526025,-0.25525416013212854,-0.5062429864268062,1,0.41119781961816976,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,5.773896167,2.086365842,0.438963133,0.15602320835804193,0.156023197427819,-0.7048732419996371,0.166666667,-0.20274489638876494,1,2,-0.36625895135353,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
8150,-0.7552808333142115,-1.1414329394962641,-0.25525416013212854,0.2745394657160757,0,-0.4477268132768509,2.0,-0.11585176035536529,0.75,1.137290632171733,2,1.0,0.8666666670000001,0.356680504,0.8152221769417146,0.8152221649027702,1.2675913081877634,1.0,2.2930556700546667,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
8151,-0.33546296311563367,-1.1414329394962641,-0.25525416013212854,-0.5062429864268062,0,-0.4642445946786782,1.0,-0.6363733953775473,0.833333333,0.018278134323173975,1,0.477765527,0.992282249,0.520294865,1.5476654753680177,1.5476654618041827,1.2675913081877634,1.0,-0.20274489638876494,0,0,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
8152,1.8427075591677329,1.409575051240823,-0.25525416013212854,-0.5062429864268062,1,-0.31558456206223234,1.0,-0.6363733953775473,0.833333333,0.018278134323173975,1,0.342314488,1.137367491,0.183845223,-0.5031757602256307,-0.503175770047132,-0.7048732419996371,0.166666667,-0.20274489638876494,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
8154,-0.7552808333142115,-1.4147552242180947,-0.25525416013212854,-0.5062429864268062,0,-0.5303157202859875,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,0.333333333,0.8666666670000001,0.176148699,0.37575619788593284,0.37575618658613624,-1.0993661520371172,0.0,2.2930556700546667,0,1,-0.1450361173532806,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
8155,-0.5228509559561128,0.22517848411288968,-0.25525416013212854,0.2745394657160757,0,-0.49728015748233284,1.2,-0.6623994768553826,0.8,1.137290632171733,0,0.413602941,1.011029412,0.130384555,0.8884665067843449,0.8884664943292316,0.4786054881128033,0.666666667,-0.20274489638876494,1,1,-1.472373121354777,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
8156,-0.5228509559561128,0.7718230535565511,1.5856976062884378,1.8361043700018393,2,0.2963736363142971,4.166666667,0.014278648595375922,0.408333333,3.3753156278688516,1,4.829820772,2.113970588,0.207901304,-0.35668710054037017,-0.35668711075474263,-0.7048732419996371,0.166666667,-0.20274489638876494,1,2,-0.5874817853537794,1,0,0,0,0,1,1,0,0,0,0,0.0,1,1
8157,-0.4716201102070643,-1.2325403677368743,-0.25525416013212854,-0.5062429864268062,0,-0.3651379062677143,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,1.075268817,0.817204301,0.41294466,-0.5031757602256307,-0.503175770047132,0.8730983981502833,0.833333333,1.0451553868329508,0,0,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
8158,-0.6332207645832573,1.774004764203264,-0.25525416013212854,-0.5062429864268062,0,-0.40679575096312276,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,1.075795148,2.156334232,0.265953043,0.15602320835804193,0.156023197427819,-0.310380331962157,0.333333333,-0.20274489638876494,1,1,0.5186323846474676,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
8159,-0.31242627408753804,-0.8681106547744333,-0.25525416013212854,-0.5062429864268062,0,-0.4477268132768509,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,0.5380200860000001,0.8249641320000001,0.23052393,-1.0891303989666732,-1.0891304080956212,-1.0993661520371172,0.0,1.6691055284438088,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
8161,1.03126597549153,0.7718230535565511,-0.25525416013212854,1.0553219178589575,1,1.0296516355309677,3.166666667,0.9251915089082166,0.916666667,2.2563031300202923,3,2.895510753,1.568100358,0.302686044,-0.576420090068261,-0.5764200999130596,-1.0993661520371172,0.0,-0.20274489638876494,0,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
8162,-0.6847954415118295,-0.3214660853307718,1.5856976062884378,0.2745394657160757,1,-0.48076237608050554,2.0,-0.5062429864268062,0.5,1.137290632171733,1,0.64516129,1.055718475,0.11260359,0.30251186804330255,0.3025118567202084,-0.7048732419996371,0.166666667,-0.20274489638876494,0,0,0.29740955064721825,0,0,1,0,0,1,0,0,0,0,0,0.0,1,1
8163,0.6086974558567618,-0.5036809418119923,-0.25525416013212854,-0.5062429864268062,0,-0.4477268132768509,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,0.274373514,2.359612219,0.328390316,-0.7961530795961519,-0.7961530890713767,-0.7048732419996371,0.166666667,-0.20274489638876494,1,2,0.07618671664696883,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
8165,0.7919594745429551,2.138434477165705,-0.25525416013212854,2.6168868221447212,0,4.172388318501031,5.166666667,1.5758435528811396,0.716666667,4.49432812571741,4,9.573518333,2.366666667,0.458627479,0.30251186804330255,0.3025118567202084,-0.310380331962157,0.333333333,-0.20274489638876494,1,2,0.29740955064721825,1,0,0,0,0,0,1,1,0,0,0,0.0,1,1
8166,-0.5022210851846838,-1.2325403677368743,-0.25525416013212854,1.0553219178589575,0,-0.299066780660405,2.5,-0.11585176035536529,0.583333333,2.2563031300202923,2,1.475849732,1.6547406080000002,0.12,0.00953454867278134,0.009534537695963791,0.08411257807532314,0.5,-1.4506451796104807,0,0,-2.1360416233555255,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
8167,-0.4705886166684929,0.22517848411288968,-0.25525416013212854,0.2745394657160757,0,-0.19170120154852743,2.0,0.2745394657160757,1.0,1.137290632171733,2,1.975945017,0.987972509,0.424866706,1.2546881559974965,1.2546881432194044,0.4786054881128033,0.666666667,-0.20274489638876494,0,0,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
8168,-0.44755192764039725,0.6807156253159409,1.5856976062884378,-0.5062429864268062,2,-0.31558456206223234,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,1.294363257,1.002087683,0.49243296,0.30251186804330255,0.3025118567202084,1.2675913081877634,1.0,-0.20274489638876494,0,2,0.29740955064721825,0,0,0,0,1,0,1,0,0,0,0,0.0,1,1
8170,0.11289289498342085,0.04296362763166917,-0.25525416013212854,-0.5062429864268062,1,-0.15040674804395912,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,1.267080745,0.770186335,0.456269826,0.22926753820067222,0.2292675268542808,-0.310380331962157,0.333333333,1.0451553868329508,0,2,0.29740955064721825,0,0,0,0,0,1,0,1,0,0,0,0.0,1,1
8173,-0.04286262934086725,1.500682479481433,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,1.17581187,0.344759872,-0.576420090068261,-0.5764200999130596,-0.7048732419996371,0.166666667,1.0451553868329508,0,1,2.5096378906497123,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1
8174,0.5388997264134274,-0.5036809418119923,-0.25525416013212854,0.2745394657160757,0,0.7579060512425252,2.0,-0.11585176035536529,0.75,1.137290632171733,1,3.058130699,2.3556231,0.248006056,0.44900052772856314,0.4490005160125976,-0.310380331962157,0.333333333,-0.20274489638876494,1,2,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
8176,-0.42176458917611115,0.5896081970753306,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,1.012145749,0.361531481,0.5954891874138237,0.5954891757444533,1.2675913081877634,1.0,-0.20274489638876494,1,1,1.4035237206484654,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1
8178,-0.3368382878337289,0.3162859123534999,-0.25525416013212854,0.2745394657160757,1,-0.0450910256040483,2.666666667,0.2745394657160757,0.7777777779999999,1.137290632171733,2,2.346404122,4.232609496,0.475550885,1.3279324858401267,1.3279324726458657,-0.7048732419996371,0.166666667,-0.20274489638876494,0,2,0.29740955064721825,0,0,0,0,0,1,0,1,0,0,0,0.0,1,1
8181,0.2672730945896137,2.138434477165705,-0.25525416013212854,0.2745394657160757,0,1.906057036483542,2.0,-1.0267646214489883,0.166666667,1.137290632171733,0,6.70540903,1.966919982,0.098544512,1.0349551664696055,1.0349551540610873,1.2675913081877634,1.0,-0.20274489638876494,1,2,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
8183,-0.5730503081665896,-0.41257351357138206,-0.25525416013212854,-0.5062429864268062,1,-0.11324173988984766,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,2.733990148,2.118226601,0.348718632,1.0349551664696055,1.0349551540610873,-0.310380331962157,0.333333333,-0.20274489638876494,1,2,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
8185,-0.7054253122832583,0.49850076883472044,-0.25525416013212854,-0.5062429864268062,0,-0.3403612341649733,1.0,-1.2870254385696882,0.0,0.018278134323173975,0,1.70212766,2.1884498480000003,0.0,0.8884665067843449,0.8884664943292316,1.2675913081877634,1.0,-0.20274489638876494,1,1,-1.0299274533542782,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
8192,-0.20790159551229836,-0.04814380060894107,-0.25525416013212854,0.2745394657160757,0,0.43597449172091074,1.666666667,-1.0267646214489883,0.166666667,1.137290632171733,1,3.945666235,1.520051746,0.262550293,1.108199496312236,1.1081994834875486,1.2675913081877634,1.0,-0.20274489638876494,1,0,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
8205,-0.7473727161851638,-0.5947883700526025,3.4266493727090044,0.2745394657160757,0,-0.48902126678141916,1.333333333,-0.5062429864268062,0.666666667,1.137290632171733,2,0.656598818,1.050558109,0.456269826,0.9617108366269752,0.9617108241951595,1.2675913081877634,1.0,-0.20274489638876494,1,0,0.29740955064721825,0,0,1,1,0,0,1,0,0,0,0,0.0,1,0
8206,-0.7463412226465923,-0.8681106547744333,-2.096205926552695,0.2745394657160757,0,-0.37339679696862793,2.0,-0.2459821693061065,0.666666667,1.137290632171733,2,1.5727391869999998,1.7693315859999998,0.488785983,-0.6496644199108913,-0.6496644297789873,-0.7048732419996371,0.166666667,-0.20274489638876494,0,2,0.29740955064721825,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0
8207,0.11151757026532559,1.409575051240823,-0.25525416013212854,1.0553219178589575,0,0.6903483253090514,3.0,-0.11585176035536529,0.5,2.2563031300202923,1,3.800049739,1.641382741,0.20757193,-1.1623747288093034,-1.162374737522083,-1.0993661520371172,0.0,-0.20274489638876494,0,0,-0.1450361173532806,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0
8209,-0.24778601233706088,-0.5036809418119923,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,2.116935484,0.339921887,1.6209098052106479,1.6209097916701105,0.8730983981502833,0.833333333,-0.20274489638876494,1,0,-1.2511502873545277,0,0,0,0,0,1,0,1,0,0,0,0.0,1,0
8210,-0.6473178429437336,-0.777003226533823,1.5856976062884378,-1.2870254385696882,1,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,0.826901874,0.16523883,0.00953454867278134,0.009534537695963791,0.8730983981502833,0.833333333,0.42120524522209296,1,2,-0.5874817853537794,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0
