ID,INGRESO_BRUTO,EDAD,NRO_PAS_PBK,EMP_REP_TC_SF,EMP_REP_PP_SF,MAX_LINEA_TCSF,NRO_ENT_REP_TOT_U6,NRO_ENT_REP_SAL_TOT_U6,PORC_ENT_REP_SAL,NRO_ENT_REP_TOT_UM,NRO_ENT_REP_SAL_TOT_UM,IND_MAXLIN_ING,IND_LINIBK_ING,PROB_CONT,CAMP_TOT,PROM_CAMP,NRO_CAMP_TC,CAMP_TC_U6,TIPO_FLUJO_TC,SEXO,SIT_LAB,DEPARTAMENTO,FLG_SEGURO,CLI_AHOCRED,CLI_CTS,CLI_FM,CLI_MILL,CLI_PLA,CLI_TXS,EMP_REP_PP_PBK,EMP_REP_CONV_PBK,EMP_REP_VEH_PBK,EMP_REP_HIP_PBK,CLF_SBS,FLG_BANCARIZADO
97150231,-0.5943678412970662,-0.9592180830150435,-0.25525416013212854,0.2745394657160757,1,-0.35687901556680063,2.0,0.14440905676533444,0.916666667,1.137290632171733,2,1.3211382109999998,0.81300813,0.47341593,0.08277887851541164,0.0827788675618914,-1.0993661520371172,0.0,1.0451553868329508,1,2,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1
56597455,-0.7308688195680206,0.22517848411288968,1.5856976062884378,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,1.01845958,0.437035366,0.7419778470990843,0.7419778350368424,1.2675913081877634,1.0,-0.20274489638876494,0,2,-1.914818789355276,0,0,1,0,0,1,0,1,0,0,0,0.0,1
90013101,-0.31242627408753804,-0.6858957982932128,-0.25525416013212854,1.8361043700018393,0,-0.3651379062677143,4.0,1.7059739610510984,0.958333333,3.3753156278688516,3,0.896700143,0.8249641320000001,0.429561657,-0.5031757602256307,-0.503175770047132,-1.0993661520371172,0.0,1.0451553868329508,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1
40110775,0.005273735792466824,0.3162859123534999,3.4266493727090044,1.0553219178589575,0,-0.4064323597722826,3.0,0.2745394657160757,0.666666667,2.2563031300202923,2,0.5387931029999999,0.78125,0.504439712,-0.35668710054037017,-0.35668711075474263,-1.0993661520371172,0.0,1.0451553868329508,1,0,0.29740955064721825,0,0,1,0,0,1,1,0,0,0,0,0.0,1
90033773,-0.4227960827146826,-0.6858957982932128,-0.25525416013212854,0.2745394657160757,1,-0.2660312178567504,2.0,0.2745394657160757,1.0,1.137290632171733,2,1.499797325,1.013376571,0.5423949920000001,0.5222448575711934,0.5222448458785255,-0.7048732419996371,0.166666667,-0.20274489638876494,1,0,0.9610780526479665,0,0,0,0,0,0,1,0,0,0,0,0.0,1
81141449,-0.706112974642306,0.04296362763166917,-0.25525416013212854,-0.5062429864268062,1,-0.5055390481832465,1.0,-0.8966342124982472,0.5,0.018278134323173975,1,0.486914181,1.034692635,0.0,1.0349551664696055,1.0349551540610873,1.2675913081877634,1.0,-1.4506451796104807,0,2,1.6247465546487148,0,0,0,0,0,0,1,0,0,0,0,0.0,1
81482651,-0.1508256197113451,-0.3214660853307718,-0.25525416013212854,-1.2870254385696882,0,-0.5716101737905558,0.0,-1.2870254385696882,0.0,-1.100734363525385,0,0.0,0.8287292820000001,0.164779188,0.8884665067843449,0.8884664943292316,-0.7048732419996371,0.166666667,2.2930556700546667,0,1,0.29740955064721825,0,0,0,0,0,1,0,0,0,0,0,0.0,1
92176551,-0.3416519243470623,-1.0503255112556538,-0.25525416013212854,-0.5062429864268062,1,0.4607511638236517,1.0,-0.6363733953775473,0.833333333,0.018278134323173975,1,4.624491306,2.108768036,0.335637515,0.22926753820067222,0.2292675268542808,-0.7048732419996371,0.166666667,-0.20274489638876494,1,1,0.29740955064721825,0,0,0,0,0,0,1,0,0,0,0,0.0,1
19357043,-0.6734490125875436,0.22517848411288968,1.5856976062884378,1.0553219178589575,0,-0.21647787365126842,2.666666667,0.6649306917875166,0.944444444,2.2563031300202923,3,2.47410817,0.86306099,0.462343509,-1.0891303989666732,-1.0891304080956212,-1.0993661520371172,0.0,1.6691055284438088,1,1,0.29740955064721825,0,0,1,0,0,0,1,0,0,0,0,0.0,1
86485153,-0.7552808333142115,-0.6858957982932128,1.5856976062884378,0.2745394657160757,0,-0.2660312178567504,2.0,0.014278648595375922,0.833333333,1.137290632171733,2,2.466666667,1.0,0.443889717,-0.2834427706977399,-0.283442780888815,-0.310380331962157,0.333333333,1.0451553868329508,0,1,0.29740955064721825,0,0,1,0,0,0,1,0,0,0,0,0.0,1
85364535,-0.4379246546137305,-0.5036809418119923,-0.25525416013212854,-0.5062429864268062,1,-0.5303157202859875,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,0.206355757,1.238134544,0.290214101,0.15602320835804193,0.156023197427819,0.08411257807532314,0.5,-0.20274489638876494,0,1,-0.36625895135353,0,0,0,0,0,0,1,0,0,0,0,0.0,1
49994901,0.15449646770580244,0.1340710558722794,-0.25525416013212854,-0.5062429864268062,0,0.2129844427962419,1.0,-0.5062429864268062,1.0,0.018278134323173975,1,2.291365171,1.953690304,0.374058732,-0.576420090068261,-0.5764200999130596,-1.0993661520371172,0.0,-0.20274489638876494,0,2,-1.2511502873545277,0,0,0,0,0,0,1,0,0,0,0,0.0,1
